File,Drug,ADE,Sentence
LIPITOR.806,bisoprolol,high bp,also take cozaar for high bp and bisoprolol for heart rythm.
LIPITOR.806,cozaar,high bp,also take cozaar for high bp and bisoprolol for heart rythm.
LIPITOR.807,lipitor,rash,"i stopped taking lipitor and the rash cleared up greatly, but has never gone away completly, flaring up slightly from time to time, but not nearly as bad as it was during dosing with lipitor."
LIPITOR.807,lipitor,rash,"even so, the rash continued to enlarge and get worse, so i was forced to stop taking the lipitor."
LIPITOR.811,lipitor,pain,he forgot his lipitor and pain decreased dramatically.
LIPITOR.814,lipitor,burning sensations,"no stopping action going down hill, arms, hands, have little or no grip, i am on 20 mgs, my wife 10,,, we have stopped as of this date. i male have been on lipitor for almost 3 yrs, i had open heart surgery 3 yrs ago and since then ive been on it, my wife gets burning sensations, pains in her back, frequent urination both of us and a hard time sleeping."
LIPITOR.814,lipitor,frequent urination,"no stopping action going down hill, arms, hands, have little or no grip, i am on 20 mgs, my wife 10,,, we have stopped as of this date. i male have been on lipitor for almost 3 yrs, i had open heart surgery 3 yrs ago and since then ive been on it, my wife gets burning sensations, pains in her back, frequent urination both of us and a hard time sleeping."
LIPITOR.814,lipitor,hard time sleeping,"no stopping action going down hill, arms, hands, have little or no grip, i am on 20 mgs, my wife 10,,, we have stopped as of this date. i male have been on lipitor for almost 3 yrs, i had open heart surgery 3 yrs ago and since then ive been on it, my wife gets burning sensations, pains in her back, frequent urination both of us and a hard time sleeping."
LIPITOR.814,lipitor,no stopping action going down hill,"no stopping action going down hill, arms, hands, have little or no grip, i am on 20 mgs, my wife 10,,, we have stopped as of this date. i male have been on lipitor for almost 3 yrs, i had open heart surgery 3 yrs ago and since then ive been on it, my wife gets burning sensations, pains in her back, frequent urination both of us and a hard time sleeping."
LIPITOR.814,lipitor,pains in her back,"no stopping action going down hill, arms, hands, have little or no grip, i am on 20 mgs, my wife 10,,, we have stopped as of this date. i male have been on lipitor for almost 3 yrs, i had open heart surgery 3 yrs ago and since then ive been on it, my wife gets burning sensations, pains in her back, frequent urination both of us and a hard time sleeping."
LIPITOR.818,neurontin,acute pain in both feet,"intermittent acute pain in both feet, for which i was prescribed neurontin. also experienced weakness in legs and knees causing some limping as well as numbness in fingers and general weakness in hands difficulty removing gas cap on car ."
LIPITOR.818,neurontin,gas,"intermittent acute pain in both feet, for which i was prescribed neurontin. also experienced weakness in legs and knees causing some limping as well as numbness in fingers and general weakness in hands difficulty removing gas cap on car ."
LIPITOR.818,neurontin,general weakness in hands,"intermittent acute pain in both feet, for which i was prescribed neurontin. also experienced weakness in legs and knees causing some limping as well as numbness in fingers and general weakness in hands difficulty removing gas cap on car ."
LIPITOR.818,neurontin,numbness in fingers,"intermittent acute pain in both feet, for which i was prescribed neurontin. also experienced weakness in legs and knees causing some limping as well as numbness in fingers and general weakness in hands difficulty removing gas cap on car ."
LIPITOR.818,neurontin,weakness in legs,"intermittent acute pain in both feet, for which i was prescribed neurontin. also experienced weakness in legs and knees causing some limping as well as numbness in fingers and general weakness in hands difficulty removing gas cap on car ."
LIPITOR.818,lipitor,balance,"after accidentally running out of lipitor, i noticed a significant improvement in balance within 2-3 days."
LIPITOR.820,lipitor,joint pain,i stopped taking lipitor now for 40 days and joint pain is slowly improving and not as bad.
LIPITOR.821,liptor,decreased libido,"my partner is currently taking this medication liptor, he also takes high blood pressure medication, my reason for initally looking for side effects of liptor was because of my partners decreased libido and to see if there is a connection between this and the medication, however i noticed a small number of people are suffering in this way, i cannot believe the amount of things that are causing such a big problem for so many people taking this drug, my partner is normally very muscular as works out twice a week and has done for years, but over the last 6mths or so seems to have lost a lot of muscle and replacedit with fat, especially around the midrif, he also suffers from regular dioreaha and muscle pain in back and just below shoulder blades, very often also suffers from headaches, doesnt sleep very well at night at all,also gets tired a lot , my partner isnt aware of this website but i will be definetly showing this to him and advising him to perhaps stop taking this medication for a few weeks to see what the difference is , so glad to have found this site."
LIPITOR.821,liptor,dioreaha,"my partner is currently taking this medication liptor, he also takes high blood pressure medication, my reason for initally looking for side effects of liptor was because of my partners decreased libido and to see if there is a connection between this and the medication, however i noticed a small number of people are suffering in this way, i cannot believe the amount of things that are causing such a big problem for so many people taking this drug, my partner is normally very muscular as works out twice a week and has done for years, but over the last 6mths or so seems to have lost a lot of muscle and replacedit with fat, especially around the midrif, he also suffers from regular dioreaha and muscle pain in back and just below shoulder blades, very often also suffers from headaches, doesnt sleep very well at night at all,also gets tired a lot , my partner isnt aware of this website but i will be definetly showing this to him and advising him to perhaps stop taking this medication for a few weeks to see what the difference is , so glad to have found this site."
LIPITOR.821,liptor,doesnt sleep very well at night,"my partner is currently taking this medication liptor, he also takes high blood pressure medication, my reason for initally looking for side effects of liptor was because of my partners decreased libido and to see if there is a connection between this and the medication, however i noticed a small number of people are suffering in this way, i cannot believe the amount of things that are causing such a big problem for so many people taking this drug, my partner is normally very muscular as works out twice a week and has done for years, but over the last 6mths or so seems to have lost a lot of muscle and replacedit with fat, especially around the midrif, he also suffers from regular dioreaha and muscle pain in back and just below shoulder blades, very often also suffers from headaches, doesnt sleep very well at night at all,also gets tired a lot , my partner isnt aware of this website but i will be definetly showing this to him and advising him to perhaps stop taking this medication for a few weeks to see what the difference is , so glad to have found this site."
LIPITOR.821,liptor,gets tired a lot,"my partner is currently taking this medication liptor, he also takes high blood pressure medication, my reason for initally looking for side effects of liptor was because of my partners decreased libido and to see if there is a connection between this and the medication, however i noticed a small number of people are suffering in this way, i cannot believe the amount of things that are causing such a big problem for so many people taking this drug, my partner is normally very muscular as works out twice a week and has done for years, but over the last 6mths or so seems to have lost a lot of muscle and replacedit with fat, especially around the midrif, he also suffers from regular dioreaha and muscle pain in back and just below shoulder blades, very often also suffers from headaches, doesnt sleep very well at night at all,also gets tired a lot , my partner isnt aware of this website but i will be definetly showing this to him and advising him to perhaps stop taking this medication for a few weeks to see what the difference is , so glad to have found this site."
LIPITOR.821,liptor,headaches,"my partner is currently taking this medication liptor, he also takes high blood pressure medication, my reason for initally looking for side effects of liptor was because of my partners decreased libido and to see if there is a connection between this and the medication, however i noticed a small number of people are suffering in this way, i cannot believe the amount of things that are causing such a big problem for so many people taking this drug, my partner is normally very muscular as works out twice a week and has done for years, but over the last 6mths or so seems to have lost a lot of muscle and replacedit with fat, especially around the midrif, he also suffers from regular dioreaha and muscle pain in back and just below shoulder blades, very often also suffers from headaches, doesnt sleep very well at night at all,also gets tired a lot , my partner isnt aware of this website but i will be definetly showing this to him and advising him to perhaps stop taking this medication for a few weeks to see what the difference is , so glad to have found this site."
LIPITOR.821,liptor,high blood pressure,"my partner is currently taking this medication liptor, he also takes high blood pressure medication, my reason for initally looking for side effects of liptor was because of my partners decreased libido and to see if there is a connection between this and the medication, however i noticed a small number of people are suffering in this way, i cannot believe the amount of things that are causing such a big problem for so many people taking this drug, my partner is normally very muscular as works out twice a week and has done for years, but over the last 6mths or so seems to have lost a lot of muscle and replacedit with fat, especially around the midrif, he also suffers from regular dioreaha and muscle pain in back and just below shoulder blades, very often also suffers from headaches, doesnt sleep very well at night at all,also gets tired a lot , my partner isnt aware of this website but i will be definetly showing this to him and advising him to perhaps stop taking this medication for a few weeks to see what the difference is , so glad to have found this site."
LIPITOR.821,liptor,lost a lot of muscle and replacedit with fat,"my partner is currently taking this medication liptor, he also takes high blood pressure medication, my reason for initally looking for side effects of liptor was because of my partners decreased libido and to see if there is a connection between this and the medication, however i noticed a small number of people are suffering in this way, i cannot believe the amount of things that are causing such a big problem for so many people taking this drug, my partner is normally very muscular as works out twice a week and has done for years, but over the last 6mths or so seems to have lost a lot of muscle and replacedit with fat, especially around the midrif, he also suffers from regular dioreaha and muscle pain in back and just below shoulder blades, very often also suffers from headaches, doesnt sleep very well at night at all,also gets tired a lot , my partner isnt aware of this website but i will be definetly showing this to him and advising him to perhaps stop taking this medication for a few weeks to see what the difference is , so glad to have found this site."
LIPITOR.821,liptor,muscle pain in back,"my partner is currently taking this medication liptor, he also takes high blood pressure medication, my reason for initally looking for side effects of liptor was because of my partners decreased libido and to see if there is a connection between this and the medication, however i noticed a small number of people are suffering in this way, i cannot believe the amount of things that are causing such a big problem for so many people taking this drug, my partner is normally very muscular as works out twice a week and has done for years, but over the last 6mths or so seems to have lost a lot of muscle and replacedit with fat, especially around the midrif, he also suffers from regular dioreaha and muscle pain in back and just below shoulder blades, very often also suffers from headaches, doesnt sleep very well at night at all,also gets tired a lot , my partner isnt aware of this website but i will be definetly showing this to him and advising him to perhaps stop taking this medication for a few weeks to see what the difference is , so glad to have found this site."
LIPITOR.822,lipitor,excruciating pain in shoulders,"excruciating pain in shoulders and neck, memory loss, felt just strange. started taking lipitor 20 milligrams 4 years ago, doctor upped it to 40 milligrams 5 months ago."
LIPITOR.822,lipitor,felt just strange,"excruciating pain in shoulders and neck, memory loss, felt just strange. started taking lipitor 20 milligrams 4 years ago, doctor upped it to 40 milligrams 5 months ago."
LIPITOR.822,lipitor,memory loss,"excruciating pain in shoulders and neck, memory loss, felt just strange. started taking lipitor 20 milligrams 4 years ago, doctor upped it to 40 milligrams 5 months ago."
LIPITOR.827,lipitor,parkinson's,i think lipitor therapy of 4 yrs cauased parkinson's diagnosis.
LIPITOR.83,lipitor,heart attack,"have suffered from leg cramps principally at night since beginning 40 milligrams lipitor, 5 years ago, after a mild heart attack."
LIPITOR.83,lipitor,leg cramps,"have suffered from leg cramps principally at night since beginning 40 milligrams lipitor, 5 years ago, after a mild heart attack."
LIPITOR.83,lipitor,cramps,i did not want to restart the lipitor once a day with the evening meal for fear that the cramps would just as quickly return.
LIPITOR.83,lipitor,fear,i did not want to restart the lipitor once a day with the evening meal for fear that the cramps would just as quickly return.
LIPITOR.832,coq10,shingles,"got shingles, and was told by a doctor the shingles resulted from the depletion of coq10 caused by the lipitor."
LIPITOR.832,lipitor,shingles,"got shingles, and was told by a doctor the shingles resulted from the depletion of coq10 caused by the lipitor."
LIPITOR.833,lipitor,aches and pains,stopped the lipitor and the generalized aches and pains are fading after just 3 days.
LIPITOR.839,lipitor,feel pretty lousy,i have been off lipitor for almost 2 weeks and still feel pretty lousy.
LIPITOR.84,lipitor,joint stiffness,"the combo of chemo and lipitor caused my liver enzymes to rise, muscle and joint stiffness as well as sore ribs."
LIPITOR.84,lipitor,liver enzymes to rise,"the combo of chemo and lipitor caused my liver enzymes to rise, muscle and joint stiffness as well as sore ribs."
LIPITOR.84,lipitor,sore ribs,"the combo of chemo and lipitor caused my liver enzymes to rise, muscle and joint stiffness as well as sore ribs."
LIPITOR.84,lipitor,muscle stiffness,i have been off lipitor for two days and find the muscle stiffness starting to subside.
LIPITOR.840,lipitor,muscle pain,i've been off lipitor since 7 1 04 and the muscle pain is gone and my knees are almost back to my norm.
LIPITOR.840,lipitor,pains,but even these pains are a lot less now then they were while on lipitor.
LIPITOR.841,lipitor,myalgia,incidently i am a physician and was aware of the myalgia with lipitor
LIPITOR.842,lipitor,tired,"doc put me on lipitor, when i complained that tricor was making me tired."
LIPITOR.842,tricor,tired,"doc put me on lipitor, when i complained that tricor was making me tired."
LIPITOR.847,lipitor,edema,diuretics taken to relieve edema caused cholesterol to go higher and m.d. recommended more lipitor which made the edema worse and so on got off that downward spiral 2 months ago and cholesterol went right back up to 300 within a week
LIPITOR.849,lipitor,feel like an airhead,"after three months on lipitor, i started to feel like an airhead -- slightly dizzy virtually all the time and frequently unable to think clearly."
LIPITOR.849,lipitor,frequently unable to think clearly,"after three months on lipitor, i started to feel like an airhead -- slightly dizzy virtually all the time and frequently unable to think clearly."
LIPITOR.849,lipitor,slightly dizzy virtually all the time,"after three months on lipitor, i started to feel like an airhead -- slightly dizzy virtually all the time and frequently unable to think clearly."
LIPITOR.85,lipitor,muscle pain,"the only side effect they asked about was muscle pain, which i didn't have, and i was basically told lipitor doesn't cause anything else."
LIPITOR.851,lipitor,severe pain,"after 1 year on lipitor, i experienced severe pain in both hips and legs, would wake up with so much pain at night that i would get out of bed for relief."
LIPITOR.851,lipitor,so much pain,"after 1 year on lipitor, i experienced severe pain in both hips and legs, would wake up with so much pain at night that i would get out of bed for relief."
LIPITOR.854,lipitor,toe neuropathy,i stopped lipitor after taking it for 2 years and toe neuropathy started.
LIPITOR.854,lipitor,feet are terrible,"after stopping lipitor, i thought my heart would jump out of my chest, but now stomach and heart are both ok - feet are terrible thanks to lipitor."
LIPITOR.856,lipex,hip pain,"i came of lipex 3 weeks ago, muscles feel better, energy levels picking up, but hip pain still throbbing."
LIPITOR.857,coq10,muscle pain,i take 300 milligrams of coq10 every day so that i won't have the side effect of muscle pain.
LIPITOR.859,lipex,hip pain,"i came of lipex 3 weeks ago, muscles feel better, energy levels picking up, but hip pain still throbbing."
LIPITOR.865,lipitor,foot pain,"after taking 40 milligrams day of lipitor for a couple of years, i started to notice foot pain, diagnosed as a neuroma in the right foot, then a hammer toe, then left heel pain."
LIPITOR.865,lipitor,hammer toe,"after taking 40 milligrams day of lipitor for a couple of years, i started to notice foot pain, diagnosed as a neuroma in the right foot, then a hammer toe, then left heel pain."
LIPITOR.865,lipitor,left heel pain,"after taking 40 milligrams day of lipitor for a couple of years, i started to notice foot pain, diagnosed as a neuroma in the right foot, then a hammer toe, then left heel pain."
LIPITOR.865,statins,foot pain,i saw a podiatrist who made no mention of the connection between foot pain and statins.
LIPITOR.865,statins,foot pain,one day a pharmacist told my husband that there was a huge connection between taking statins and foot pain.
LIPITOR.866,lipitor,severe pain in my left arm,"after using lipitor for 2.5 years, i decided to stop two weeks ago because of severe pain in my left arm."
LIPITOR.866,lipitor,pain,after two weeks of not taking lipitor my arm almost recovered and i can work without any pain or any problem.
LIPITOR.867,lipitor,stomach discomfort,"stopped the lipitor and slowly the stomach discomfort went away, but two years later my feet are still a mess."
LIPITOR.868,lipitor,pain,the pain was unbearable and the pain from the headache lipitor caused was worse!
LIPITOR.868,lipitor,pain from the headache,the pain was unbearable and the pain from the headache lipitor caused was worse!
LIPITOR.870,lipitor,pain,"i stopped lipitor as an experiment, and after 3 days the pain changed completely."
LIPITOR.870,lipitor,inflamation,"lipitor did control cholesterol, but isn't it really inflamation causing heart disease and stroke, and not the cholesterol?"
LIPITOR.870,lipitor,stroke,"lipitor did control cholesterol, but isn't it really inflamation causing heart disease and stroke, and not the cholesterol?"
LIPITOR.872,mevacor,cataract,"two weeks after discontinuing mevacor, the muscle pain was very much improved full range of motion took a year to recover tremor disappeared vision in eye awaiting cataract surgery improved to pre-mevacor level my eye surgeon said that he had seen existing cataracts made more severe by statins in other patients as well noticed distinct improvement mental function in two weeks."
LIPITOR.872,mevacor,muscle pain,"two weeks after discontinuing mevacor, the muscle pain was very much improved full range of motion took a year to recover tremor disappeared vision in eye awaiting cataract surgery improved to pre-mevacor level my eye surgeon said that he had seen existing cataracts made more severe by statins in other patients as well noticed distinct improvement mental function in two weeks."
LIPITOR.872,mevacor,tremor,"two weeks after discontinuing mevacor, the muscle pain was very much improved full range of motion took a year to recover tremor disappeared vision in eye awaiting cataract surgery improved to pre-mevacor level my eye surgeon said that he had seen existing cataracts made more severe by statins in other patients as well noticed distinct improvement mental function in two weeks."
LIPITOR.872,statins,cataract,"two weeks after discontinuing mevacor, the muscle pain was very much improved full range of motion took a year to recover tremor disappeared vision in eye awaiting cataract surgery improved to pre-mevacor level my eye surgeon said that he had seen existing cataracts made more severe by statins in other patients as well noticed distinct improvement mental function in two weeks."
LIPITOR.872,statins,muscle pain,"two weeks after discontinuing mevacor, the muscle pain was very much improved full range of motion took a year to recover tremor disappeared vision in eye awaiting cataract surgery improved to pre-mevacor level my eye surgeon said that he had seen existing cataracts made more severe by statins in other patients as well noticed distinct improvement mental function in two weeks."
LIPITOR.872,statins,tremor,"two weeks after discontinuing mevacor, the muscle pain was very much improved full range of motion took a year to recover tremor disappeared vision in eye awaiting cataract surgery improved to pre-mevacor level my eye surgeon said that he had seen existing cataracts made more severe by statins in other patients as well noticed distinct improvement mental function in two weeks."
LIPITOR.891,lipitor,high,be careful if you're on lipitor and your doctor begins to try and put you on medications for high triglycerides.
LIPITOR.896,lipitor,enlarged liver,"enlarged liver was the result of a blood test. was taken off lipitor, immediately, pain lessened, but muscles had become weak and stressed."
LIPITOR.896,lipitor,muscles had become weak and stressed,"enlarged liver was the result of a blood test. was taken off lipitor, immediately, pain lessened, but muscles had become weak and stressed."
LIPITOR.896,lipitor,pain,"enlarged liver was the result of a blood test. was taken off lipitor, immediately, pain lessened, but muscles had become weak and stressed."
LIPITOR.897,lipitor,symptoms of als,my mother was began to have symptoms of als shortly after her lipitor dose was increased.
LIPITOR.897,lipitor,als,i want to know if lipitor is connected to als.
LIPITOR.898,lipitor,weak heart muscle,no real heart problems - but weak heart muscle - likely cause of lipitor.
LIPITOR.898,cq10,much fatigue,also much fatigue then - and now. do not take statins - and if you do i hear the cq10 is a good protector for some of the muscle damage that the statins can cause.
LIPITOR.898,cq10,muscle damage,also much fatigue then - and now. do not take statins - and if you do i hear the cq10 is a good protector for some of the muscle damage that the statins can cause.
LIPITOR.898,statins,much fatigue,also much fatigue then - and now. do not take statins - and if you do i hear the cq10 is a good protector for some of the muscle damage that the statins can cause.
LIPITOR.898,statins,muscle damage,also much fatigue then - and now. do not take statins - and if you do i hear the cq10 is a good protector for some of the muscle damage that the statins can cause.
LIPITOR.899,lipitor,joint pain,"when i incresed lipitor from 5 milligrams to 10 milligrams about 3 months ago, i started to experience the following side-effects started at different time loss body balance, joint pain, muscle aches, weak legs, and some memory loss."
LIPITOR.899,lipitor,loss body balance,"when i incresed lipitor from 5 milligrams to 10 milligrams about 3 months ago, i started to experience the following side-effects started at different time loss body balance, joint pain, muscle aches, weak legs, and some memory loss."
LIPITOR.899,lipitor,memory loss,"when i incresed lipitor from 5 milligrams to 10 milligrams about 3 months ago, i started to experience the following side-effects started at different time loss body balance, joint pain, muscle aches, weak legs, and some memory loss."
LIPITOR.899,lipitor,muscle aches,"when i incresed lipitor from 5 milligrams to 10 milligrams about 3 months ago, i started to experience the following side-effects started at different time loss body balance, joint pain, muscle aches, weak legs, and some memory loss."
LIPITOR.899,lipitor,weak legs,"when i incresed lipitor from 5 milligrams to 10 milligrams about 3 months ago, i started to experience the following side-effects started at different time loss body balance, joint pain, muscle aches, weak legs, and some memory loss."
LIPITOR.899,lipitor,lost some body balance,about 2 months ago while i first told my doctor i lost some body balance and it might be due to lipitor buy my doctor told me the side effect was most likely by some other reason s .
LIPITOR.899,lipitor,lost some memory,"then i continued to take 10 milligrams lipitor, but i felt more on muscle and joint pain and i started to feel i lost some memory."
LIPITOR.899,lipitor,muscle and joint pain,"then i continued to take 10 milligrams lipitor, but i felt more on muscle and joint pain and i started to feel i lost some memory."
LIPITOR.899,lipitor,balance,"after about a week to 10 day without lipitor, i got my memory back to nomal level and my body balance is getting better."
LIPITOR.899,lipitor,memory,"after about a week to 10 day without lipitor, i got my memory back to nomal level and my body balance is getting better."
LIPITOR.902,lipitor,depression,"after being off lipitor for 3 weeks, my depression is gone, but the locking fingers and finger stiffness and pain is no better."
LIPITOR.902,lipitor,finger stiffness,"after being off lipitor for 3 weeks, my depression is gone, but the locking fingers and finger stiffness and pain is no better."
LIPITOR.902,lipitor,locking fingers,"after being off lipitor for 3 weeks, my depression is gone, but the locking fingers and finger stiffness and pain is no better."
LIPITOR.902,lipitor,pain,"after being off lipitor for 3 weeks, my depression is gone, but the locking fingers and finger stiffness and pain is no better."
LIPITOR.91,testonrone,pains,"my doctor put me on several other drugs to heal these pains- thyroid, testonrone, trazadone."
LIPITOR.91,thyroid,pains,"my doctor put me on several other drugs to heal these pains- thyroid, testonrone, trazadone."
LIPITOR.91,trazadone,pains,"my doctor put me on several other drugs to heal these pains- thyroid, testonrone, trazadone."
LIPITOR.911,lipitor,thoughts of hurting myself,because of lipitor i had very serious depression and thoughts of hurting myself.
LIPITOR.911,lipitor,very serious depression,because of lipitor i had very serious depression and thoughts of hurting myself.
LIPITOR.913,lipitor,leg pain,leg pain has become increasingly pronounced in the past few months have taken lipitor for 3 years .
LIPITOR.914,lipitor,pain,"upon discontinuing lipitor, i began to improve almost immediately--less pain and stiffness, more energy and improved sleep quality."
LIPITOR.914,lipitor,stiffness,"upon discontinuing lipitor, i began to improve almost immediately--less pain and stiffness, more energy and improved sleep quality."
LIPITOR.92,lipitor,pain,"i have been off of lipitor for two years and continue to improve very slowly, but i still suffer from some pain and weakness."
LIPITOR.92,lipitor,weakness,"i have been off of lipitor for two years and continue to improve very slowly, but i still suffer from some pain and weakness."
LIPITOR.922,lipitor,fatty liver,"been taking lipitor for 15 years ,have experienced all manner of side effects from irregullar heartbeat ,sever fatigue and now have a fatty liver !!!!"
LIPITOR.922,lipitor,irregullar heartbeat,"been taking lipitor for 15 years ,have experienced all manner of side effects from irregullar heartbeat ,sever fatigue and now have a fatty liver !!!!"
LIPITOR.922,lipitor,sever fatigue,"been taking lipitor for 15 years ,have experienced all manner of side effects from irregullar heartbeat ,sever fatigue and now have a fatty liver !!!!"
LIPITOR.923,lipex,painful,had 1 pill only 10mg lipitor had tried lipex 2pills 1st but face had swollen up-cleared 2weeks anyway the next morning -after sitting down for 10minutes- i stood up to walk and it was a very painful and a very slow stooped debilatating compressed back type of walk but after 5-10 minutes of standing could straighten back-only problem when sitting down -lower back.
LIPITOR.923,lipex,swollen,had 1 pill only 10mg lipitor had tried lipex 2pills 1st but face had swollen up-cleared 2weeks anyway the next morning -after sitting down for 10minutes- i stood up to walk and it was a very painful and a very slow stooped debilatating compressed back type of walk but after 5-10 minutes of standing could straighten back-only problem when sitting down -lower back.
LIPITOR.923,lipitor,painful,had 1 pill only 10mg lipitor had tried lipex 2pills 1st but face had swollen up-cleared 2weeks anyway the next morning -after sitting down for 10minutes- i stood up to walk and it was a very painful and a very slow stooped debilatating compressed back type of walk but after 5-10 minutes of standing could straighten back-only problem when sitting down -lower back.
LIPITOR.923,lipitor,swollen,had 1 pill only 10mg lipitor had tried lipex 2pills 1st but face had swollen up-cleared 2weeks anyway the next morning -after sitting down for 10minutes- i stood up to walk and it was a very painful and a very slow stooped debilatating compressed back type of walk but after 5-10 minutes of standing could straighten back-only problem when sitting down -lower back.
LIPITOR.926,lipitor,muscle pain,i googled muscle pain and lipitor showed up on the first 6 or 7 entries!!
LIPITOR.926,lipitor,elevated creatine,"so, i had blood tests done this week and have elevated creatine so was told today to stop lipitor immediately, and will see my doctor next week."
LIPITOR.926,lipitor,discomfort,"after reading all these comments, i have no doubt that lipitor is the cause of all this discomfort."
LIPITOR.926,lipitor,heart attack,i'd rather die from a heart attack than die a slow painful death on lipitor.
LIPITOR.926,lipitor,painful,i'd rather die from a heart attack than die a slow painful death on lipitor.
LIPITOR.927,zetia,kidney failure,recently i was diagnosed with kidney failure and also put on zetia.
LIPITOR.935,lipitor,als,"i strongly feel the lipitor had the crucial side effect upon my brother causing him to suffer with als for which there is reportedly no cure in allopathy , while therefore i put my brother on homeopathitic treatment which at least avoided the bad effect."
LIPITOR.936,lipitor,swelling,"quit taking lipitor and within three days swelling stopped, foot and ankle skin flaked off like dermatitis and slowly over the next 4 weeks the symptoms reduced except for an occasional flareup."
LIPITOR.94,lipitor,high,high cholesterol runs in my family and i am greatful that lipitor can help me manage this.
LIPITOR.943,statins,pain,they are the perfect med as they will cause the poor dumb patient to spend huge sums of money on tests-pain killers and other statins till they will one day they will just give up and lay down and die-broke-what a well laid plan by big pharma and covered by the criminal fda food and drug syndicate.
LIPITOR.944,lipitor,extreme dehydration,i took lipitor for 6 weeks and noticed extreme dehydration and extremely dry eyes.
LIPITOR.944,lipitor,extremely dry eyes,i took lipitor for 6 weeks and noticed extreme dehydration and extremely dry eyes.
LIPITOR.945,lipitor,no energy all day,"i have had unexplained fatigue sleeping 11-12 hours a night, and still having no energy all day since starting lipitor 2 years ago my new doctor did a new test and said my sed rate is high-"
LIPITOR.945,lipitor,sed rate is high,"i have had unexplained fatigue sleeping 11-12 hours a night, and still having no energy all day since starting lipitor 2 years ago my new doctor did a new test and said my sed rate is high-"
LIPITOR.945,lipitor,unexplained fatigue,"i have had unexplained fatigue sleeping 11-12 hours a night, and still having no energy all day since starting lipitor 2 years ago my new doctor did a new test and said my sed rate is high-"
LIPITOR.948,lipitor,painfull stiff joints,painfull stiff joints pins and needles on right arm. hadnt realised it could be due to lipitor untill i read this sight.
LIPITOR.948,lipitor,pins and needles on right arm,painfull stiff joints pins and needles on right arm. hadnt realised it could be due to lipitor untill i read this sight.
LIPITOR.950,atacand,high blood pressure,i also take atacand for high blood pressure - have been on that one for years.
LIPITOR.951,lipitor,degenerative back disease,as soon as stopped lipitor immediately felt much better but degenerative back disease md said was due to aging is still severe but improving somewhat.
LIPITOR.954,lipitor,couldn't sleep,"after researching at night because i couldn't sleep, thought maybe the lipitor might be the problem."
LIPITOR.955,pravachol,dizziness,"however, i had a milder reaction to zocor dizziness with pravachol now on zetia mild joint pain ."
LIPITOR.955,pravachol,joint pain,"however, i had a milder reaction to zocor dizziness with pravachol now on zetia mild joint pain ."
LIPITOR.955,zetia,dizziness,"however, i had a milder reaction to zocor dizziness with pravachol now on zetia mild joint pain ."
LIPITOR.955,zetia,joint pain,"however, i had a milder reaction to zocor dizziness with pravachol now on zetia mild joint pain ."
LIPITOR.955,zocor,dizziness,"however, i had a milder reaction to zocor dizziness with pravachol now on zetia mild joint pain ."
LIPITOR.955,zocor,joint pain,"however, i had a milder reaction to zocor dizziness with pravachol now on zetia mild joint pain ."
LIPITOR.955,lipitor,permanent joint damage,i believe that lipitor left me with permanent joint damage and would join any class-action lawsuit relating to this crumby drug lipitor.
LIPITOR.956,lipitor,tia's,when i began taking lipitor i had what the doctors referred to as tia's.
LIPITOR.957,lipitor,legs were hurting too much,i took 5mg day of lipitor for a year but finally quit as my legs were hurting too much.
LIPITOR.961,lipitor,liver damage,has anyone else out there developed liver damage from lipitor.
LIPITOR.970,crestor,mild pain,presently on crestor one time per week with occasional side effect of mild pain.
LIPITOR.972,lipitor,cancer,that cancer was diagnosed 6 months after his initial rx for lipitor -- he died 2 months after his initial cancer diagnosis.
LIPITOR.972,lipitor,cancer,"i will say that there was no way any doctor could have known this would happen my research showed that lipitor could contribute to this cancer with prior risk factors for it which would have to have been environmental exposure and from what i know of my father's work history experience , but it would help if conventional medicine would listen to patients and their families about experiences that we all are reporting in places such as this."
LIPITOR.976,ambien,could not sleep,muscles on the sides of my back were constantly painful i could not sleep even with ambien and melatonin.
LIPITOR.976,ambien,muscles on the sides of my back were constantly painful,muscles on the sides of my back were constantly painful i could not sleep even with ambien and melatonin.
LIPITOR.976,melatonin,could not sleep,muscles on the sides of my back were constantly painful i could not sleep even with ambien and melatonin.
LIPITOR.976,melatonin,muscles on the sides of my back were constantly painful,muscles on the sides of my back were constantly painful i could not sleep even with ambien and melatonin.
LIPITOR.978,lipitor,high,was put on lipitor 3 months ago because of high cholesteral.
LIPITOR.979,lipitor,sore,after being on lipitor for 2 years my knees and elbows were getting increasingly stiff and sore.
LIPITOR.979,lipitor,stiff,after being on lipitor for 2 years my knees and elbows were getting increasingly stiff and sore.
LIPITOR.979,lipitor,stiff,"i didn't make the connection to lipitor earlier because stiff, swollen joints were not listed as one of the side effects."
LIPITOR.979,lipitor,swollen,"i didn't make the connection to lipitor earlier because stiff, swollen joints were not listed as one of the side effects."
LIPITOR.981,lipitor,falls,i began having falls shortly after starting lipitor approx 5years ago.
LIPITOR.981,lipitor,frontal lobe abnormalities,had another eeg 6months ago with frontal lobe abnormalities which i suspect is due to lipitor.
LIPITOR.984,lipitor,heart attack,as adiabetic you are at higher risk for stroke and heart attack so taking lipitor defininitely lowers the risk.
LIPITOR.984,lipitor,stroke,as adiabetic you are at higher risk for stroke and heart attack so taking lipitor defininitely lowers the risk.
